קוד חשבון,שם,עיר או שכונה,רחוב,טלפון בעבודה,סיווג לקוח,תאריך יצירה
2113707,"ואייו בע""מ",ירושלים,הר החוצבים,02-5889888,,29/11/2018
2113802,צמרות אשלים הנדסה (1988),ירושלים,מרכז ספיר 6/31 תד 53189,02-6782692,,29/11/2018
2113901,"קולסו בע""מ",חיפה,ת.ד. 875,04-510271,,29/11/2018
2113902,קיוביטל,,הסדנא 13 ת.ד 2375 רעננה,09-7476888,,29/11/2018
2113903,קונלאב מעבדות בקרה,,אורנים 9 רמת-אביב,03-712870,,29/11/2018
2113905,קצנשטיין אדלר תעשיות,חיפה,החיטה 7 תד 10637,04-9020000,,29/11/2018
2113906,קינטיקס- לא בשימוש,לוד,"נתב""ג",03-9720200,,29/11/2018
2113908,ה.פ קריסטל,,נחל שורק    יבנה,08-434166,,29/11/2018
2113909,קיסריה אלקטרוניקה רפואי ב,קיסריה,תד 4294,04-6271737,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
2113910,קונטרופ טכנולוגיות מדוייק,הוד השרון,החרש 4 תד 611,09-7440661,תעשיית הרכבת והאוויר,29/11/2018
2113911,"קולסינט בע""מ",תפן,תד 19,04-9872398,,29/11/2018
2113912,קומפיולייט מערכות (2000),הוד השרון,"הנגר 9 א""ת הוד השרון",09-7466514,,29/11/2018
2114001,ראדא תעשיות אלקט' בעמ,בית שאן,הסדנא 1 א.ת צפוני  תד 54,04-6585811,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
2114004,בי.איי.אי. סיסטמס רוקר,ירושלים,ת.ד. 3294,5329888,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
2114006,רמת הסיליקון,חיפה,מתמ בנין 22,04-550110,,29/11/2018
2114007,רד ווין,תל אביב יפו,הברזל 27 רמת החייל,03-7662900,,29/11/2018
2114008,רלפו מודול) 1980),בני ברק,בן גוריון 19 בני ברק,03-6199111,,29/11/2018
2114009,ר.א.מ. רכיבים  אלקטרומגנט,נתניה,המסגר 13 תד 13008,09-8619096,,29/11/2018
2114010,"ראואל בע""מ",,מושב יד רמבם 7 משק 7,08-9226576,,29/11/2018
2114011,"רומולד טכנולוגיות בע""מ",עפולה,תד 2507,04-6420506,תעשיה כימית,29/11/2018
2114012,"רלטרון ישראל בע""מ",,היצירה 203 א.ת.מ.ב.שמש,02-9993814,,29/11/2018
2114014,"רדנט  בע""מ",תל אביב יפו,ראול ולנברג 24,03-6455703,,29/11/2018
2114101,שטייניץ הנדסת תאורה,קיסריה,האשל 8 קיסריה,04-6271281,,29/11/2018
2114102,שחם אלקטרוניקה,,"א""ת חדש נתניה",09-851511,,29/11/2018
2114105,תמר י.ר. טכנולוגיות,נס ציונה,המזמרה 17 תד 644,08-9408384,,29/11/2018
2114106,ש.מ יוניברס אלקטרוניק,,צבי הנחל 15 פ. תעשיות עמק,04-6342656,,29/11/2018
2114202,"תדיראן בע""מ",חולון,רח' המרכבה 29 חולון,03-5577491,,29/11/2018
2114203,"תדיקר מיזוג אויר בע""מ",חולון,הלהב 7,03-5597604,,29/11/2018
2114205,"תכטל בע""מ - לא לשימוש",פתח תקוה,הסיבים 18 פתח-תקוה,,,29/11/2018
2114206,אי.סי.איי-טלקום פתח תקוה ,פתח תקוה,הסיבים 18,03-9262699,,29/11/2018
2114210,תדיראן קשר/מובט,ראשון לציון,"ישראל שמעון 3 א""תח ראשל",03-9518050,,29/11/2018
2114211,"תדיראן סוללות בע""מ",קרית עקרון,שד' יצחק רבין 34 תד 1,08-9444461,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
2114215,"אלביט מערכות במד ול""א קרק",חולון,המרכבה 29א.ת. תד 150,03-5577555,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
2114217,"אלביט מערכות תקשוב וסייבר בע""מ",חולון,רח' השופטים 26 תד 267,03-5574555,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
2114218,הרמוניק וידאו נטוורק,,אלון התבור 19 פארק התעשייה,03-9007777,,29/11/2018
2114223,תדיראן מוצרי צריכה 51,עפולה,א.ת עפולה עילית תד 1116,04-6428584,,29/11/2018
2114224,תדירגן יציקות אלומיני,עפולה,"א""ת אלון תבור",04-6426444,,29/11/2018
2114226,"תפוז מדיקל טכנו' בע""מ",אור עקיבא,ההדס 8,04-6101770,,29/11/2018
2114235,"לומניס  בע""מ",יקנעם עילית,א.ת. צפוני יוקנעם תד 240,04-9599000,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
2114243,אופגל תעשיות אופטרוניות ב,כרמיאל,"א""ת 5 תד 462",04-9953903,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
2114245,"תפן אלקטרוניקה בע""מ",מגדל העמק,ת.ד. 28 מגדל תפן תד 28,04-9872244,,29/11/2018
2114303,"אויר-רום שרותי תעופה בע""מ",אודים,תד 337,09-9508577,,29/11/2018
2114352,"אדוורדס ישראל ואקום בע""מ",קרית גת,"שד' הברזל 5 א""ת  תד 8621",08-6810633,"יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",29/11/2018
2114560,"שטראוס מחלבות בע""מ",נהריה,ת.ד. 5,04-9855555,,29/11/2018
2118121,אלקטרוטרם תעשיות חשמל ומת,מגדל העמק,מחסן מח' תנורים  תד 232,04-6441431,יצרן ציוד ומיכון,29/11/2018
2121225,"גל אש מוצרי נרוסטה בע""מ",יבנה,הירמוך 13 תד 529,08-9334008,,29/11/2018
2123654,זוג-עיצוב תעשיתי,,"החרושת 14 א""ת רעננה",09-7438828,,29/11/2018
2123801,שכטר יוסף,חיפה,סניף אליעזר 3,04-8626663,,29/11/2018
2130040,אורטל יציקות מגנזיום,,קבוץ נוה אור,04-6063308,,29/11/2018
2168452,"הנפלד טכנולוגיות בע""מ",קיסריה,אלון התבור 21 קיסריה,06-6272666,,29/11/2018
2174598,קרור פוגל,,"זכריה גלוקסה 5 ראשל""צ",03-9611090,,29/11/2018
2212002,יוני סקופ מע' אופט' ב,כרמיאל,האומן 33 תד 817,04-9887022,,29/11/2018
2212003,"אל אופ בע""מ",רחובות,קריית וייצמן תד 1165,08-9386211,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
2212004,אופקום,רעננה,רחוב אחוזה 142,09-7425898,,29/11/2018
2212005,אי וי אקס -לא פעיל,,"ת""ד 45008 הר החוצבים ים",02-5720111,,29/11/2018
2212006,"אפלייד מטריאלס ישראל בע""מ",רחובות,אופנהימר 9 פארק המדע,08-9488888,,29/11/2018
2212007,אופיר אופטרוניקה - לא לשי,ירושלים,תד 45021,02-5484444,,29/11/2018
2212008,"אופטיקל מטרולוג'י בע""מ",ירושלים,הרטום 10 קריה לתעשיות מדע,02-5482900,,29/11/2018
2212011,לנאופטיק,יקנעם עילית,התמר 1,04-9596666,,29/11/2018
2212801,יוניק ויו,,"אומנות 1 א""ת דרום נתניה",09-656067,,29/11/2018
2213301,מיקרוויו- פרודקטס/שלטרון,שלוחות,עמק בית שאן ק. שלוחות,04-6062171,,29/11/2018
2213305,"מיקרוקים בע""מ",חיפה,ת.ד. 1797,04-536211,,29/11/2018
2213501,"סקופוסטק (אגש""ח)בע""מ",מעין צבי,ק.מעין צבי/ד.נ חוף כרמל,04-6395063,תעשיה כימית,29/11/2018
2214630,"הידרותם בע""מ",,"ת.ד. 8439 ת""א",03-6823218,,29/11/2018
2222001,ידי אומן,,"הלבנון/אשרמן 11 ת""א",03-5713587,,29/11/2018
2222002,"אקוואדוקט בע""מ",קרית אתא,דרך חיפה 27קרית אתא,04-8721641,,29/11/2018
2222003,עופר עטרי,,ת10951.בית אליעזרחדרה,04-6231452,,29/11/2018
2222004,המסנן התקנות ושרותים,,כפר גבתוןרחובות ת.2288,08-9451673,,29/11/2018
2222005,כרומולוקס 2000,בית שמש,חטיבת הראל 7\2,02-9917269,,29/11/2018
2222006,שיווק גולומב,,"גולומב 26 ת""א",03-6380008,,29/11/2018
2222007,"בי""ח לניאדו",נתניה,קרית צאנז נתניה,09-8604666,,29/11/2018
2222009,בית המבריג,,הזורע 1 א.ת.חולון,052-518688,,29/11/2018
2222010,חמימות (מקבוצת פזגז),ראשון לציון,פלוטציקי11,03-9688074,,29/11/2018
2226300,"טחנות קמח שטיבל בע""מ",חיפה,רח' השיש 15 מפרץ תד 10100,04-8721090,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
2233875,"צבאן מדיקל בע""מ",כרמיאל,הנפח 27 תד 1020,04-9981010,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
2240977,"מדיקל פלואו סיסטמס בע""מ",שלומי,תד 26,04-9808280,,29/11/2018
2248879,"קיי מולד בע""מ",,"הלהב 6 א""ת חולון",03-5584110,,29/11/2018
2250367,"אנ-בייס תקשורת בע""מ",,ת.ד. 1280פארק ת.יוקנעם,04-9936200,,29/11/2018
2251498,אינספקט,,רחוב הנפח  20 כרמיאל,04-9885242,,29/11/2018
2254874,ינה תעשיות -לא פעיל,,"א""ת רמלה ת""ד 146",08-9221949,,29/11/2018
2255598,קורניש חן 1987 - עמק חפר,,עמק חפר,08-8580404,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
2256189,"אופיל בע""מ",נס ציונה,איינשטין 16  תד 4016,08-9407953,,29/11/2018
2256498,פלס את רגב עבודות מתכ,כרמיאל,"המלאכה 16 א""ת",04-9983794,,29/11/2018
2256648,אקווטרון רובוטיק סיסטמס ב,עפולה,"א""ת אלון תבור תד 1088",04-6580000,,29/11/2018
2256844,"סלקום ישראל בע""מ",נתניה,יד חרוצים 3 תד 4060,09-9599784,,29/11/2018
2256988,מרקוני,,המלאכה   לוד,08-9777000,,29/11/2018
2257426,מטרנה תעשיות שותפות מוגבל,בית הלוי,,09-8984040,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
2258666,פרוטאולוג'יקס,,הולצמן 2רחובות,08-9475666,,29/11/2018
2258881,המדביק חידוש חלקי חיל,תל אביב יפו,בית אלפא 16,03-5617744,,29/11/2018
2258941,"אירונאוטיקס  בע""מ",יבנה,תד 169,08-9433600,תעשיית הרכבת והאוויר,29/11/2018
2259855,בלובשטיין-עבודות מתכת,,"א""ת דרומית""ד606 ק.שמו",606941525,,29/11/2018
2259998,"אופל תבניות בע""מ",,המרכבה 5א.ת. חולון,03-5569299,,29/11/2018
2267543,"מיכל נגרין עיצובים בע""מ",בת ים,"כ""ט בנובמבר 5",03-5553333,שירותים,29/11/2018
2286554,"ביונס נוירומודוליישן בע""מ",הוד השרון,הנגר 8 תד 7304,09-7907100,,29/11/2018
2288924,"משק בע""מ",,ז'בוטינסקי 33 רמת גן,03-6131557,,29/11/2018
2298145,"ברוקר טכנולוגיות ישראל בע""מ",מגדל העמק,רמת גבריאל 6,04-6543666,,29/11/2018
2301201,מבשלות בירה בינלאומיות בע,אשקלון,תד 9186,08-6740740,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
2310564,"תפן יציקות איכות  בע""מ",מגדל תפן,"א""ת תפן תד 4",04-9872244,,29/11/2018
2310565,אבדור טכנול-לא לשמוש,,משה שפירא 16ראשון לציו,03-9520222,,29/11/2018
2312001,"אייץ' פי אינדיגו בע""מ",רחובות,ק.ויצמן תד 150,08-9381818,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
2312003,"אומיקרון בע""מ",רחובות,ת.ד. 2012,08-,,29/11/2018
2312004,אי.אם.טי.אי (סאינטיפי,,"שידלוסקי ת""ד 60  יבנה",08-9424811,,29/11/2018
2312007,מדטרוניקס אינסטנט,הרצליה,גלגלי הפלדה 11,09-9525151,,29/11/2018
2312008,אינפלואנס מדיקל טכנו',הרצליה,הסדנאות 12,09-9704350,,29/11/2018
2312010,אפלייד ספקטרל אימיג'י,יקנעם עילית,רחוב הכרמל 2 תד 262,04-6547567,,29/11/2018
2312103,ביומטריקס-לא פעיל,ירושלים,קר' מדע 4 הר החוצבים ים,02-861241,,29/11/2018
2312110,"דק-טק בע""מ",,החרש 17 נס-ציונה,08-406096,,29/11/2018
2312111,דקסל-לא פעיל,,"א""ת אור-עקיבא",600364000,,29/11/2018
2312112,"דלדנט בע""מ",פתח תקוה,בן ציון דב לויתן 10 סגולה,03-9049668,,29/11/2018
2312130,"וייסמד בע""מ",,השיטה 8 פ.ת.קיסריה,04-6309632,,29/11/2018
2312145,"אי.סי.טל בע""מ",,הסיבים 18 פתח תקוה,03-9266555,,29/11/2018
2312160,"טלאן 1995)) בע""מ",קרית שמונה,"א""ת דרומי   קרית שמונה",06-959311,,29/11/2018
2312161,"טבע פלנטקס בע""מ",נתניה,הפלדה 1 א.ת ישן,09-8604333,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
2312501,"מ.ד.שרותי תעשיה בע""מ",חיפה,טשרניחובסקי 35 חיפה,04-575788,,29/11/2018
2312503,"מדיספק בע""מ",יהוד,התעשיה 40 תד 292,03-6322088,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
2312505,מדיקרד,יקנעם מושבה,"ת""ד 250 יוקנעם תד 250",04-9599611,,29/11/2018
2312506,"מדיסים בע""מ",נווה אילן,מרכז ג.ג.תקשורת ד.נ הרי י,02-5791921,,29/11/2018
2313301,"מיגדה בע""מ- לא לשימוש",קרית שמונה,א. תעשיה צפוני תד 888,04-6908834,,29/11/2018
2313304,המכון למחקר ביולוגי בישרא,נס-ציונה,ראובן לרר 71 תד 19,08-9381415,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
2313305,"ניו-מד (ישראל) בע""מ",כרמיאל,החרושת 36 כרמיאל,04-9888188,,29/11/2018
2313701,צ.מ.ל קר,,פריימן 20 ראשון לציון,03-5338005,,29/11/2018
2313801,"קליניקה לנום בע""מ",,נופר 14/17 ראשון לציון,03-9667061,,29/11/2018
2313901,רימד,רעננה,"היצירה 7 א""ת",09-7484425,,29/11/2018
2326640,טל הנדסה,ראשון לציון,רח אליהו איתן 2 פינת סחרו,03-9612387,,29/11/2018
2326891,"סוליד דיימנשן בע""מ",בארות יצחק,בנין שרגא כץ,03-9339733,,29/11/2018
2336210,"אוטומטיקה טכנולוגיות אוטומציה ובקרה בע""מ",כפר סבא,עתיר ידע 19,09-7676754,עיבוד מתכת ,29/11/2018
2340051,נובה טק-לא לשימוש,רחובות,ברגמן 2 תד 1165,08-9474491,,29/11/2018
2351845,"מ.גולד יבוא ושיווק בע""מ",נתניה,"המלאכה2א""ת חדש",09-8637637,,29/11/2018
2356221,"דיטרון תעשיות בע""מ",אשקלון,האופה 2 תד 5010,08-6711841,,29/11/2018
2360021,"מעוז תעשיות אגש""ח בע""מ",מגדל עוז,ד.נ צפון  יהודה,02-9905900,תעשיית הרכבת והאוויר,29/11/2018
2361002,"אופטיגייד  בקרת לחות בע""מ",יקנעם עילית,תד 608,04-9097000,,29/11/2018
2365201,אורטל יציקות לחץ,נווה אור,קיבוץ נווה אור,06-6538308,,29/11/2018
2365210,אגן,אשדוד,תד 262,08-8515211,,29/11/2018
2365211,הופמן פרנסיס,,שד שאול המלך 4 תל אביב,03-6919206,,29/11/2018
2412003,אגודת הכורמים (יקב(,ראשון לציון,הכרמל 25 ראשון לציון,03-9642021,,29/11/2018
2412004,"אסם השקעות בע""מ -מטה ראשי",שוהם,תד 1678,03-9265265,,29/11/2018
2412005,אס.סי.אר  S.C.R מהנדסים ב,נתניה,"רח' המלאכה 18 אזה""ת פולג",09-8652050,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
2412401,דקו ירקות-ק.ברור חיל,שדרות,ת.ד. 22 שדרות תד 22,051-803043,,29/11/2018
2412901,טעם ישראל,,א.ת. ישן ראשון-לציון,03-993212,,29/11/2018
2412903,"טמפו תעשיות בירה בע""מ",ירוחם,תד 81,08-6598500,,29/11/2018
2412904,טחנת קמח דגן לישראל,בני ברק,סוקולוב 41,03-6180950,,29/11/2018
2413002,י.מ.א.-ייצור מוצרי אריזה,עין המפרץ,"ד""נ אשרת קבוץ עין המפרץ",04-9852180,תעשיית הנייר וההדפסה,29/11/2018
2413003,"יכין תעשית בע""מ",אשקלון,"ת""ד 4 אשקלון תד 4",07-729175,,29/11/2018
2413010,"מפעלי אצות אילת בע""מ",אילת,ת.ד. 828 אילת,78779,,29/11/2018
2413301,"מקורות בע""מ-מרחב צפון",חיפה,תד 755,04-8350486,שירותים,29/11/2018
2413305,"מטע בע""מ",חדרה,עמק חפר א.ת  חדרה,04-6328666,,29/11/2018
2413308,"מקורות חברת מים בע""מ - חב",נצרת עילית,תד 610,04-6500676,שירותים,29/11/2018
2413316,"מחלבות יטבתה ע""ש אורי  חו",יטבתה,ד.נ. איילות,08-6357312,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
2413402,לא פעיל,,"הגלבוע ק.ש. התעו. נתב""ג",03-9762323,,29/11/2018
2413602,"עלית בע""מ",רמת גן,ז'בוטינסקי 84,03-6752111,,29/11/2018
2413603,"גד""ש ערדום",אילות,ד.נ אילות,08-6357935,,29/11/2018
