קוד פריט,מספר מסמך,פרופיל,תאריך אסמכתא,קוד לקוח,שם לקוח,מיקוד,שם לקוח,סיווג לקוח,אסמכתא חיצונית,תאור פריט,מאפיין פריט,הפרדת מוצרים,מקט לקוח,כמות,מחיר נטו לשורה,קוד מטבע,מחיר מחירון שיקלי,%הנחה שורה,%הנחה כללי,הנחה בשורה,"סה""כ לשורה בש""ח",תאריך אספקה,שם חברה,סוכן,docStatus,קוד קבוצת פריט,תאור קבוצת פריט,מסד
GLG-6011-20100400-5L,FIN.11/014298,חשבונית מס כולל מלאי,01/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5780,ממיס ומנקה שומנים תעשייתיים,N,,,10,50.37,ILS,114,0,0,0,503.7,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,275
GLG-6011-20100400-5L,FIN.11/014298,חשבונית מס כולל מלאי,01/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5780,ממיס ומנקה שומנים תעשייתיים,N,,,15,50.37,ILS,114,0,0,0,755.55,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,276
GLG-6011-42310400-750ML,FIN.11/014298,חשבונית מס כולל מלאי,01/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5780,ממיס ומנקה שומנים תעשייתיים,N,,,120,11,ILS,24,0,0,0,1320,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,484
GLG-6011-20100400-5L,FIN.11/014566,חשבונית מס כולל מלאי,14/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5780,ממיס ומנקה שומנים תעשייתיים,N,,ZZ114,15,0,ILS,114,0,0,0,0,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,277
GLG-6011-42310400-750ML,FIN.11/014566,חשבונית מס כולל מלאי,14/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5780,ממיס ומנקה שומנים תעשייתיים,N,,ZZ100,120,11,ILS,24,0,0,0,1320,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,485
GLG-6011-42310400-750ML,FIN.11/014566,חשבונית מס כולל מלאי,14/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5780,ממיס ומנקה שומנים תעשייתיים,N,,ZZ100,120,0,ILS,24,0,0,0,0,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,486
GLG-6011-20100400-5L,FIN.11/014928,חשבונית מס כולל מלאי,22/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5780,ממיס ומנקה שומנים תעשייתיים,N,,ZZ114,15,0,ILS,114,0,0,0,0,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,281
GLG-6011-42310400-750ML,FIN.11/014928,חשבונית מס כולל מלאי,22/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5780,ממיס ומנקה שומנים תעשייתיים,N,,ZZ100,68,0,ILS,24,0,0,0,0,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,487
GLG-6011-42310400-750ML,FIN.11/015208,חשבונית מס כולל מלאי,30/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5780,ממיס ומנקה שומנים תעשייתיים,N,,ZZ100,4,11,ILS,24,0,0,0,44,17/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,488
GLG-6011-23010400-25L,FIN.11/014063,חשבונית מס כולל מלאי,25/04/2018,5031104,דינמיקס כלים ופרויקטים בע,,דינמיקס כלים ופרויקטים בע,סוחר,25.04.18,ממיס ומנקה שומנים תעשייתיים,N,,,2,300,ILS,540,0,0,0,600,25/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,372
GLG-6011-23010400-25L,FIN.11/014350,חשבונית מס כולל מלאי,02/05/2018,5025712,"טכנו בורג בע""מ",,"טכנו בורג בע""מ",סוחר,B189002761,ממיס ומנקה שומנים תעשייתיים,N,,,1,282.4,ILS,540,25,0,0,282.4,02/05/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,377
GLG-6011-42310400-750ML,FIN.11/015325,חשבונית מס כולל מלאי,03/06/2018,5041949,"בס""ד בריאות מהטבע",4959127 ,"בס""ד בריאות מהטבע",סוחר,10/05/2018,ממיס ומנקה שומנים תעשייתיים,N,,,12,13,ILS,24,0,0,0,156,10/05/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,490
GLG-6011-42310400-750ML,FIN.11/015222,חשבונית מס כולל מלאי,31/05/2018,5041890,"זהר צח 2009 אילת בע""מ",88000 ,"זהר צח 2009 אילת בע""מ",סוחר,5835,ממיס ומנקה שומנים תעשייתיים,N,,ZZ100,100,10,ILS,24,0,0,0,1000,24/05/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,489
RGN-6011-1L,FIN.11/015127,חשבונית מס כולל מלאי,28/05/2018,1012802,"חן שמואל כימיקלים בע""מ",,"חן שמואל כימיקלים בע""מ",סוחר,61290,ממיס ומנקה שומנים תעשייתיים,N,,46011,8,14.3,ILS,24,25,0,0,114.4,28/05/2018,"רוטל דבקים וכימיקלים בע""מ",יוסי לביא,0,,,700
GLG-6011-42310400-750ML,FIN.11/015673,חשבונית מס כולל מלאי,12/06/2018,5041861,קלין מאסטר,5126118 ,קלין מאסטר,סוחר,10/06/2018,ממיס ומנקה שומנים תעשייתיים,N,,,12,13,ILS,24,0,0,0,156,10/06/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,491
GLG-6011-23010400-25L,FIN.11/016483,חשבונית מס כולל מלאי,08/07/2018,5050015,"כל מתכת מדן בע""מ",,"כל מתכת מדן בע""מ",סוחר,1360061,ממיס ומנקה שומנים תעשייתיים,N,,,4,282.4,ILS,540,25,0,0,1129.6,05/07/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,403
GLG-6011-42310400-750ML,FIN.11/017123,חשבונית מס כולל מלאי,30/07/2018,5140953,גרין איט,6473104 ,גרין איט,סוחר,29/07/2018,ממיס ומנקה שומנים תעשייתיים,N,,,24,12,ILS,24,0,0,0,288,29/07/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,495
GLG-6011-20100400-5L,FIN.11/017434,חשבונית מס כולל מלאי,08/08/2018,5041809,"פיין סנטר בע""מ",5252259 ,"פיין סנטר בע""מ",סוחר,07.08.18,ממיס ומנקה שומנים תעשייתיים,N,,,5,65,ILS,114,0,0,0,325,07/08/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,299
GLG-6011-23010400-25L,FIN.11/017587,חשבונית מס כולל מלאי,13/08/2018,5041599,"רפאל תבניות בע""מ",,"רפאל תבניות בע""מ",סוחר,09.08.18.,ממיס ומנקה שומנים תעשייתיים,N,,,1,330,ILS,540,0,0,0,330,09/08/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,411
GLG-6011-20100400-5L,FIN.11/018933,חשבונית מס כולל מלאי,04/10/2018,5140953,גרין איט,6473104 ,גרין איט,סוחר,03/10/2018,ממיס ומנקה שומנים תעשייתיים,N,,,4,50,ILS,114,0,0,0,200,03/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,307
GLG-6011-42310400-750ML,FIN.11/018986,חשבונית מס כולל מלאי,07/10/2018,5041861,קלין מאסטר,5126118 ,קלין מאסטר,סוחר,04/10/2018,ממיס ומנקה שומנים תעשייתיים,N,,,12,13,ILS,24,0,0,0,156,04/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,496
GLG-6011-23010400-25L,FIN.11/019254,חשבונית מס כולל מלאי,14/10/2018,1012008,"אלמוג ציוד טכני בע""מ",,"אלמוג ציוד טכני בע""מ",סוחר,18/136622,ממיס ומנקה שומנים תעשייתיים,N,,,1,282.4,ILS,540,25,0,0,282.4,10/10/2018,"רוטל דבקים וכימיקלים בע""מ",יוסי לביא,0,,,427
RGN-6011-1L,FIN.11/019694,חשבונית מס כולל מלאי,25/10/2018,1012903,"טכנו דקל 2000 (1986) בע""מ",,"טכנו דקל 2000 (1986) בע""מ",סוחר,77142,ממיס ומנקה שומנים תעשייתיים,N,,34015,7,18,ILS,24,25,0,0,126,24/10/2018,"רוטל דבקים וכימיקלים בע""מ",יוסי לביא,0,,,703
GLG-6011-23010400-25L,FIN.11/020305,חשבונית מס כולל מלאי,13/11/2018,5031104,דינמיקס כלים ופרויקטים בע,,דינמיקס כלים ופרויקטים בע,סוחר,12/11/2018,ממיס ומנקה שומנים תעשייתיים,N,,,2,300,ILS,540,0,0,0,600,12/11/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,441
GLG-6011-23010400-25L,FIN.11/020604,חשבונית מס כולל מלאי,22/11/2018,1000000,"אוריקס בע""מ",,לקוחות שונים,סוחר,PO18000277,ממיס ומנקה שומנים תעשייתיים,N,,,1,350,ILS,540,0,0,0,350,22/11/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,444
GLG-6011-42310400-750ML,10DVK52.1800261,חשבונית מס כולל מלאי,16/12/2018,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,12.12.18,ממיס ומנקה שומנים תעשייתיים,N,חומרי ניקוי ,,12,10,ILS,24,58.3333,0,168,120,12/12/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי,499
GLG-6011-23010400-25L,FIN.11/012257,חשבונית מס כולל מלאי,25/02/2018,2814217,"תעש מערכות בע""מ - 39 סלבי",,"תעש מערכות בע""מ - 39 סלבי",עיבוד מתכת ,C3934711,ממיס ומנקה שומנים תעשייתיים,N,,62375984,2,320,ILS,540,0,0,0,640,08/02/2018,"רוטל דבקים וכימיקלים בע""מ",דרור אילת,0,,,349
GLG-6011-23010400-25L,FIN.11/012335,חשבונית מס כולל מלאי,27/02/2018,5025805,"כל כיפוף בע""מ",49513,"כל כיפוף בע""מ",עיבוד מתכת ,25/02/2018,ממיס ומנקה שומנים תעשייתיים,N,,,10,300,ILS,540,0,0,0,3000,25/02/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,350
GLG-6011-23010400-25L,FIN.11/015093,חשבונית מס כולל מלאי,28/05/2018,5023295,"ל.מ.לב מבלטים בע""מ",,"ל.מ.לב מבלטים בע""מ",עיבוד מתכת ,PO18000125,ממיס ומנקה שומנים תעשייתיים,N,,,2,330,ILS,540,0,0,0,660,23/05/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,386
GLG-6011-23010400-25L,FIN.11/016604,חשבונית מס כולל מלאי,12/07/2018,2113650,"עשות אשקלון תעשיות בע""מ",,"עשות אשקלון תעשיות בע""מ",עיבוד מתכת ,39006A18,ממיס ומנקה שומנים תעשייתיים,N,,,2,353,ILS,540,0,0,0,706,04/06/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,404
GLG-6011-23010400-25L,FIN.11/016407,חשבונית מס כולל מלאי,04/07/2018,5041994,"מטלגרין בע""מ",,"מטלגרין בע""מ",עיבוד מתכת ,PO18000109,ממיס ומנקה שומנים תעשייתיים,N,,,1,330,ILS,540,0,0,0,330,04/07/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,399
GLG-6011-23010400-25L,FIN.11/018911,חשבונית מס כולל מלאי,03/10/2018,5041563,זקסנברג חולית,,זקסנברג חולית,עיבוד מתכת ,19,ממיס ומנקה שומנים תעשייתיים,N,,,2,330,ILS,540,0,0,0,660,03/10/2018,"רוטל דבקים וכימיקלים בע""מ",צח גרשון,0,,,423
GLG-6011-23010400-25L,FIN.11/019197,חשבונית מס כולל מלאי,10/10/2018,5025805,"כל כיפוף בע""מ",49513,"כל כיפוף בע""מ",עיבוד מתכת ,09/10/2018,ממיס ומנקה שומנים תעשייתיים,N,,,10,300,ILS,540,0,0,0,3000,09/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,426
GLG-6011-23010400-25L,FIN.11/021034,חשבונית מס כולל מלאי,04/12/2018,5041548,"ברנד תעשיות בע""מ",,"ברנד תעשיות בע""מ",עיבוד מתכת ,PO20782,ממיס ומנקה שומנים תעשייתיים,N,,,1,340,ILS,540,0,0,0,340,04/12/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,450
GLG-6011-42310400-750ML,FIN.11/011148,חשבונית מס כולל מלאי,21/01/2018,1000000,טל קורן,0,לקוחות שונים,שונות,21.01.18,ממיס ומנקה שומנים תעשייתיים,N,,,12,24,ILS,24,0,0,0,288,21/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,471
GLG-6011-23010400-25L,FIN.11/011869,חשבונית מס כולל מלאי,12/02/2018,50312254,"טננגרופ בע""מ",6706703,"טננגרופ בע""מ",שונות,1506023,ממיס ומנקה שומנים תעשייתיים,N,,,6,247,ILS,540,0,0,0,1482,11/02/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,343
RGN-6011-500ML,FIN.11/012832,חשבונית מס כולל מלאי,14/03/2018,5041875,"המילניום רפואה סינית בע""מ",7639236 ,"המילניום רפואה טבעית בע""מ",שונות,100474,ממיס ומנקה שומנים תעשייתיים,N,,7734010079,48,6.9,ILS,0,0,0,0,331.2,22/02/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,704
GLG-6011-23010400-25L,FIN.11/012664,חשבונית מס כולל מלאי,08/03/2018,50312254,"טננגרופ בע""מ",6706703,"טננגרופ בע""מ",שונות,1506242,ממיס ומנקה שומנים תעשייתיים,N,,,6,247,ILS,540,0,0,0,1482,07/03/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,356
GLG-6011-23010400-25L,FIN.11/012667,חשבונית מס כולל מלאי,08/03/2018,50312254,"טננגרופ בע""מ",6706703,"טננגרופ בע""מ",שונות,1506269,ממיס ומנקה שומנים תעשייתיים,N,,,2,247,ILS,540,0,0,0,494,08/03/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,357
GLG-6011-23010400-25L,FIN.11/012807,חשבונית מס כולל מלאי,13/03/2018,1000000,מיכאל,0,לקוחות שונים,שונות,12.3.18,ממיס ומנקה שומנים תעשייתיים,N,,,1,340,ILS,540,0,0,0,340,12/03/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,360
GLG-6011-23010400-25L,FIN.12/005424,חשבונית זיכוי,01/04/2018,1000000,מיכאל,0,לקוחות שונים,שונות,12.3.18,ממיס ומנקה שומנים תעשייתיים,N,,,1,340,ILS,540,0,0,0,-340,12/03/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,452
GLG-6011-23010400-25L,FIN.11/013311,חשבונית מס כולל מלאי,28/03/2018,5041914,איתמר מעוז,0,איתמר מעוז,שונות,27/03/2018,ממיס ומנקה שומנים תעשייתיים,N,,,1,350,ILS,540,0,0,0,350,27/03/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,366
GLG-6011-23010400-25L,FIN.11/013614,חשבונית מס כולל מלאי,10/04/2018,50312254,"טננגרופ בע""מ",6706703,"טננגרופ בע""מ",שונות,1506563,ממיס ומנקה שומנים תעשייתיים,N,,,6,247,ILS,540,0,0,0,1482,09/04/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,370
RGN-6011-500ML,FIN.11/013797,חשבונית מס כולל מלאי,16/04/2018,5041875,"המילניום רפואה סינית בע""מ",7639236 ,"המילניום רפואה טבעית בע""מ",שונות,100479,ממיס ומנקה שומנים תעשייתיים,N,,7734010079,24,6.9,ILS,0,0,0,0,165.6,10/04/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,705
GLG-6011-20100400-5L,FIN.11/013821,חשבונית מס כולל מלאי,16/04/2018,1000000,עוצמה חיים לוי,0,לקוחות שונים,שונות,16.04.18,ממיס ומנקה שומנים תעשייתיים,N,,,1,100,ILS,114,0,0,0,100,16/04/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,272
GLG-6011-23010400-25L,FIN.11/014463,חשבונית מס כולל מלאי,10/05/2018,50312254,"טננגרופ בע""מ",6706703,"טננגרופ בע""מ",שונות,1506855,ממיס ומנקה שומנים תעשייתיים,N,,,6,247,ILS,540,0,0,0,1482,09/05/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,379
RGN-6011-500ML,FIN.11/015215,חשבונית מס כולל מלאי,31/05/2018,5041875,"המילניום רפואה טבעית בע""מ",7639236 ,"המילניום רפואה טבעית בע""מ",שונות,100485,ממיס ומנקה שומנים תעשייתיים,N,,7734010079,40,6.9,ILS,0,0,0,0,276,09/05/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,706
GLG-6011-23010400-25L,FIN.11/015330,חשבונית מס כולל מלאי,03/06/2018,50312254,"טננגרופ בע""מ",6706703,"טננגרופ בע""מ",שונות,1506945,ממיס ומנקה שומנים תעשייתיים,N,,,14,247,ILS,540,0,0,0,3458,21/05/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,390
GLG-6011-20100400-5L,FIN.11/016182,חשבונית מס כולל מלאי,27/06/2018,1000000,רינה אלבז,0,לקוחות שונים,שונות,27.6.18.,ממיס ומנקה שומנים תעשייתיים,N,,,1,114,ILS,114,0,0,0,114,27/06/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,288
GLG-6011-23010400-25L,FIN.11/018079,חשבונית מס כולל מלאי,27/08/2018,50312254,"טננגרופ בע""מ",6706703,"טננגרופ בע""מ",שונות,1507748,ממיס ומנקה שומנים תעשייתיים,N,,,5,247,ILS,540,0,0,0,1235,23/08/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,415
GLG-6011-23010400-25L,FIN.11/018206,חשבונית מס כולל מלאי,02/09/2018,50312254,"טננגרופ בע""מ",6706703,"טננגרופ בע""מ",שונות,1507748,ממיס ומנקה שומנים תעשייתיים,N,,,5,247,ILS,540,0,0,0,1235,23/08/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,417
